timestamp_utc,sensor_sn,measurement_type,data_type,units,value
2026-07-23T00:00:00+00:00,22411189-1,Temperature,CURRENT,°C,17.328984374999997
2026-07-23T00:00:00+00:00,22411189-2,RH,CURRENT,%,76.32257572289616
2026-07-23T00:00:00+00:00,22411189-3,Dew Point,CURRENT,°C,13.140672553877513
2026-07-23T00:00:00+00:00,22411190-1,Temperature,CURRENT,°C,17.3933349609375
2026-07-23T00:00:00+00:00,22411190-2,RH,CURRENT,%,73.7666895551995
2026-07-23T00:00:00+00:00,22411190-3,Dew Point,CURRENT,°C,12.681761128628482
2026-07-23T00:00:00+00:00,22411191-1,Temperature,CURRENT,°C,17.479135742187502
2026-07-23T00:00:00+00:00,22411191-2,RH,CURRENT,%,74.39536125734341
2026-07-23T00:00:00+00:00,22411191-3,Dew Point,CURRENT,°C,12.894290082027092
2026-07-23T00:00:00+00:00,22411525-1,Temperature,CURRENT,°C,17.45768554687499
2026-07-23T00:00:00+00:00,22411525-2,RH,CURRENT,%,72.93812466620889
2026-07-23T00:00:00+00:00,22411525-3,Dew Point,CURRENT,°C,12.571373468983769
2026-07-23T00:00:00+00:00,22411526-1,Temperature,CURRENT,°C,17.264633789062493
2026-07-23T00:00:00+00:00,22411526-2,RH,CURRENT,%,75.53978789959564
2026-07-23T00:00:00+00:00,22411526-3,Dew Point,CURRENT,°C,12.920492008482045
2026-07-23T00:00:00+00:00,22411527-1,Temperature,CURRENT,°C,17.5005859375
2026-07-23T00:00:00+00:00,22411527-2,RH,CURRENT,%,73.08918898298619
2026-07-23T00:00:00+00:00,22411527-3,Dew Point,CURRENT,°C,12.644287892963359
2026-07-23T00:00:00+00:00,22411528-1,Temperature,CURRENT,°C,17.178833007812493
2026-07-23T00:00:00+00:00,22411528-2,RH,CURRENT,%,77.17402914473182
2026-07-23T00:00:00+00:00,22411528-3,Dew Point,CURRENT,°C,13.165170391131188
2026-07-23T00:00:00+00:00,22411529-1,Temperature,CURRENT,°C,16.835629882812498
2026-07-23T00:00:00+00:00,22411529-2,RH,CURRENT,%,79.49645227740902
2026-07-23T00:00:00+00:00,22411529-3,Dew Point,CURRENT,°C,13.286369866003161
2026-07-23T00:00:00+00:00,22411530-1,Temperature,CURRENT,°C,17.45768554687499
2026-07-23T00:00:00+00:00,22411530-2,RH,CURRENT,%,73.41420614938582
2026-07-23T00:00:00+00:00,22411530-3,Dew Point,CURRENT,°C,12.670681530618666
2026-07-23T00:01:00+00:00,22411541-S,Battery,CURRENT,V,8.500005615234375
2026-07-23T00:05:00+00:00,22411189-1,Temperature,CURRENT,°C,17.328984374999997
2026-07-23T00:05:00+00:00,22411189-2,RH,CURRENT,%,76.45227740901808
2026-07-23T00:05:00+00:00,22411189-3,Dew Point,CURRENT,°C,13.16670059617388
2026-07-23T00:05:00+00:00,22411190-1,Temperature,CURRENT,°C,17.371884765625005
2026-07-23T00:05:00+00:00,22411190-2,RH,CURRENT,%,74.16647592889296
2026-07-23T00:05:00+00:00,22411190-3,Dew Point,CURRENT,°C,12.743622372821006
2026-07-23T00:05:00+00:00,22411191-1,Temperature,CURRENT,°C,17.436235351562495
2026-07-23T00:05:00+00:00,22411191-2,RH,CURRENT,%,75.0545510032807
2026-07-23T00:05:00+00:00,22411191-3,Dew Point,CURRENT,°C,12.987834887464215
2026-07-23T00:05:00+00:00,22411525-1,Temperature,CURRENT,°C,17.436235351562495
2026-07-23T00:05:00+00:00,22411525-2,RH,CURRENT,%,73.5561150530251
2026-07-23T00:05:00+00:00,22411525-3,Dew Point,CURRENT,°C,12.679486555391659
2026-07-23T00:05:00+00:00,22411526-1,Temperature,CURRENT,°C,17.286083984375004
2026-07-23T00:05:00+00:00,22411526-2,RH,CURRENT,%,75.6374456397345
2026-07-23T00:05:00+00:00,22411526-3,Dew Point,CURRENT,°C,12.961019547974988
2026-07-23T00:05:00+00:00,22411527-1,Temperature,CURRENT,°C,17.45768554687499
2026-07-23T00:05:00+00:00,22411527-2,RH,CURRENT,%,73.64461738002593
2026-07-23T00:05:00+00:00,22411527-3,Dew Point,CURRENT,°C,12.718541183258901
2026-07-23T00:05:00+00:00,22411528-1,Temperature,CURRENT,°C,17.0072314453125
2026-07-23T00:05:00+00:00,22411528-2,RH,CURRENT,%,77.82406347753108
2026-07-23T00:05:00+00:00,22411528-3,Dew Point,CURRENT,°C,13.127176270921172
2026-07-23T00:05:00+00:00,22411529-1,Temperature,CURRENT,°C,16.706928710937497
2026-07-23T00:05:00+00:00,22411529-2,RH,CURRENT,%,79.83062485694667
2026-07-23T00:05:00+00:00,22411529-3,Dew Point,CURRENT,°C,13.225376989715121
2026-07-23T00:05:00+00:00,22411530-1,Temperature,CURRENT,°C,17.3933349609375
2026-07-23T00:05:00+00:00,22411530-2,RH,CURRENT,%,73.87350270847638
2026-07-23T00:05:00+00:00,22411530-3,Dew Point,CURRENT,°C,12.70386002559001
2026-07-23T00:06:00+00:00,22411541-S,Battery,CURRENT,V,8.493544189453125
2026-07-23T00:10:00+00:00,22411189-1,Temperature,CURRENT,°C,17.071582031249996
2026-07-23T00:10:00+00:00,22411189-2,RH,CURRENT,%,78.72129396505684
2026-07-23T00:10:00+00:00,22411189-3,Dew Point,CURRENT,°C,13.365561276623817
2026-07-23T00:10:00+00:00,22411190-1,Temperature,CURRENT,°C,17.1359326171875
2026-07-23T00:10:00+00:00,22411190-2,RH,CURRENT,%,76.3561455710689
2026-07-23T00:10:00+00:00,22411190-3,Dew Point,CURRENT,°C,12.960373089761475
2026-07-23T00:10:00+00:00,22411191-1,Temperature,CURRENT,°C,17.178833007812493
2026-07-23T00:10:00+00:00,22411191-2,RH,CURRENT,%,77.1145189593347
2026-07-23T00:10:00+00:00,22411191-3,Dew Point,CURRENT,°C,13.153344753268488
2026-07-23T00:10:00+00:00,22411525-1,Temperature,CURRENT,°C,17.1359326171875
2026-07-23T00:10:00+00:00,22411525-2,RH,CURRENT,%,75.385671778439
2026-07-23T00:10:00+00:00,22411525-3,Dew Point,CURRENT,°C,12.764748510045457
2026-07-23T00:10:00+00:00,22411526-1,Temperature,CURRENT,°C,17.0501318359375
2026-07-23T00:10:00+00:00,22411526-2,RH,CURRENT,%,77.79659723811703
2026-07-23T00:10:00+00:00,22411526-3,Dew Point,CURRENT,°C,13.163427008991075
2026-07-23T00:10:00+00:00,22411527-1,Temperature,CURRENT,°C,17.178833007812493
2026-07-23T00:10:00+00:00,22411527-2,RH,CURRENT,%,75.32616159304189
2026-07-23T00:10:00+00:00,22411527-3,Dew Point,CURRENT,°C,12.794176814627505
2026-07-23T00:10:00+00:00,22411528-1,Temperature,CURRENT,°C,16.857080078125
2026-07-23T00:10:00+00:00,22411528-2,RH,CURRENT,%,79.74670023651484
2026-07-23T00:10:00+00:00,22411528-3,Dew Point,CURRENT,°C,13.355502953193463
2026-07-23T00:10:00+00:00,22411529-1,Temperature,CURRENT,°C,16.535327148437496
2026-07-23T00:10:00+00:00,22411529-2,RH,CURRENT,%,81.66933699549858
2026-07-23T00:10:00+00:00,22411529-3,Dew Point,CURRENT,°C,13.407487002509107
2026-07-23T00:10:00+00:00,22411530-1,Temperature,CURRENT,°C,17.1359326171875
2026-07-23T00:10:00+00:00,22411530-2,RH,CURRENT,%,76.19897764553292
2026-07-23T00:10:00+00:00,22411530-3,Dew Point,CURRENT,°C,12.92884042439549
2026-07-23T00:11:00+00:00,22411541-S,Battery,CURRENT,V,8.48385205078125
2026-07-23T00:15:00+00:00,22411189-1,Temperature,CURRENT,°C,17.071582031249996
2026-07-23T00:15:00+00:00,22411189-2,RH,CURRENT,%,78.98222323949035
2026-07-23T00:15:00+00:00,22411189-3,Dew Point,CURRENT,°C,13.41638315277626
2026-07-23T00:15:00+00:00,22411190-1,Temperature,CURRENT,°C,17.114482421874996
2026-07-23T00:15:00+00:00,22411190-2,RH,CURRENT,%,76.56519417105363
2026-07-23T00:15:00+00:00,22411190-3,Dew Point,CURRENT,°C,12.981436980706182
2026-07-23T00:15:00+00:00,22411191-1,Temperature,CURRENT,°C,17.178833007812493
2026-07-23T00:15:00+00:00,22411191-2,RH,CURRENT,%,77.34798199435416
2026-07-23T00:15:00+00:00,22411191-3,Dew Point,CURRENT,°C,13.199691803349449
2026-07-23T00:15:00+00:00,22411525-1,Temperature,CURRENT,°C,17.157382812499996
2026-07-23T00:15:00+00:00,22411525-2,RH,CURRENT,%,75.77325093461509
2026-07-23T00:15:00+00:00,22411525-3,Dew Point,CURRENT,°C,12.86390200173862
2026-07-23T00:15:00+00:00,22411526-1,Temperature,CURRENT,°C,17.028681640624995
2026-07-23T00:15:00+00:00,22411526-2,RH,CURRENT,%,78.23300526436256
